Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa,C,23,TOR,43,11,959,5.9,12.3,0.477,0.8,3,0.259,5.1,9.2,0.549,2.8,4.1,0.694,3,7,10.1,1.6,1,1,1.9,3.3,15.3
2,Steven Adams,C,29,MEM,42,42,1133,5,8.4,0.597,0,0,0,5,8.3,0.599,1.5,4.1,0.364,6.8,8.6,15.4,3.1,1.1,1.5,2.5,3.1,11.5
3,Bam Adebayo,C,25,MIA,62,62,2166,8.6,15.9,0.542,0,0.2,0.083,8.6,15.7,0.548,4.6,5.7,0.808,2.6,7.2,9.8,3.3,1.2,0.9,2.6,2.9,21.8
4,Ochai Agbaji,SG,22,UTA,44,7,745,4.3,9.6,0.447,2.3,6.1,0.37,2,3.5,0.583,1,1.4,0.724,1.3,2.4,3.7,1.4,0.5,0.3,1,3.3,11.9
5,Santi Aldama,PF,22,MEM,62,18,1367,5.4,11.4,0.475,2.2,6,0.366,3.2,5.5,0.594,2.2,3,0.719,1.6,5.9,7.5,1.9,1,1.1,1.2,3.2,15.2
6,Nickeil Alexander-Walker,SG,24,TOT,44,3,661,5.7,12,0.473,2.6,6.2,0.421,3,5.8,0.528,1.7,2.5,0.674,0.6,3.5,4.1,4.8,1.5,1,2.7,3.8,15.6
6,Nickeil Alexander-Walker,SG,24,UTA,36,3,528,5.7,11.6,0.488,2.4,5.9,0.402,3.3,5.7,0.578,1.8,2.7,0.692,0.5,3.5,4,5.2,1.6,1,3.1,4,15.5
6,Nickeil Alexander-Walker,SG,24,MIN,8,0,133,5.7,13.5,0.42,3.5,7.3,0.481,2.2,6.2,0.348,1.1,1.9,0.571,0.8,3.5,4.3,3.2,0.8,1.1,1.1,3,16
7,Grayson Allen,SG,27,MIL,62,60,1724,4.5,10.1,0.447,2.7,6.6,0.41,1.8,3.6,0.515,2.2,2.4,0.904,1.2,3.2,4.3,3.1,1.1,0.2,1.3,2.2,13.9
8,Jarrett Allen,C,24,CLE,61,61,2013,6.6,10.1,0.651,0,0.2,0.111,6.6,10,0.659,2.6,3.6,0.725,3.4,7.3,10.6,1.8,0.9,1.3,1.5,2.5,15.8
9,Jose Alvarado,PG,24,NOP,61,10,1310,5.5,13.4,0.411,2.3,6.8,0.336,3.2,6.7,0.488,1.8,2.2,0.813,0.8,3.1,3.9,5.1,1.8,0.3,2.2,3.4,15.1
10,Kyle Anderson,PF,29,MIN,54,38,1436,4.4,8.7,0.51,0.8,1.9,0.434,3.6,6.8,0.531,2.2,2.9,0.752,1.1,5.6,6.7,5.6,1.6,1.2,1.9,2.8,11.9
11,Giannis Antetokounmpo,PF,28,MIL,52,52,1688,12.2,22.7,0.539,0.9,3.2,0.28,11.3,19.5,0.581,9.2,14.1,0.654,2.5,10.7,13.2,6.1,0.8,0.9,4.4,3.6,34.6
12,Thanasis Antetokounmpo,SF,30,MIL,28,0,112,1.9,7.1,0.273,0,1.6,0,1.9,5.5,0.353,1.3,2.6,0.5,2.9,6.1,9,1.3,0.6,1,2.6,4.2,5.1
13,Cole Anthony,PG,22,ORL,47,3,1178,6.1,13.9,0.442,1.6,4.7,0.344,4.5,9.2,0.492,3.6,4.1,0.873,0.9,5.5,6.4,5.7,0.9,0.8,2.1,3.6,17.5
14,OG Anunoby,SF,25,TOR,53,53,1899,6,13.3,0.454,1.9,5.3,0.362,4.1,8,0.515,2.4,2.9,0.828,1.5,3.8,5.3,2,2,0.7,2.2,3,16.4
15,Ryan Arcidiacono,PG,28,TOT,14,1,69,2.1,7.3,0.286,2.1,4.7,0.444,0,2.6,0,0,0,,0,5.2,5.2,4.2,1,0,1.6,3.1,6.3
15,Ryan Arcidiacono,PG,28,NYK,11,0,26,1.4,6.9,0.2,1.4,4.2,0.333,0,2.8,0,0,0,,0,5.5,5.5,2.8,2.8,0,1.4,4.2,4.2
15,Ryan Arcidiacono,PG,28,POR,3,1,43,2.5,7.5,0.333,2.5,5,0.5,0,2.5,0,0,0,,0,5,5,5,0,0,1.7,2.5,7.5
16,Deni Avdija,SF,22,WAS,64,34,1668,4.3,10.1,0.431,1.2,4.1,0.289,3.2,6,0.529,2.3,3,0.763,1.5,7.3,8.7,3.4,1.2,0.6,2.1,3.9,12.2
17,Deandre Ayton,C,24,PHO,57,57,1725,9.4,15.9,0.592,0.1,0.5,0.304,9.3,15.4,0.601,2.7,3.6,0.743,3.2,8.9,12.1,2.3,0.7,0.9,2.2,3.4,21.6
18,Udoka Azubuike,C,23,UTA,26,0,153,5.6,6.8,0.828,0,0,,5.6,6.8,0.828,0.5,1.9,0.25,3.8,9.4,13.2,1.4,0.9,1.6,2.4,3.3,11.8
19,Marvin Bagley III,C,23,DET,32,17,724,7.5,13.9,0.536,0.5,2.1,0.233,7,11.8,0.591,2.8,3.9,0.718,4,6.7,10.7,1.1,0.7,1.2,1.7,3.2,18.2
20,Patrick Baldwin Jr.,SF,20,GSW,23,0,202,7.1,17.6,0.404,5.3,13.5,0.395,1.8,4.1,0.435,0.7,1.1,0.667,0.2,5.9,6.1,1.1,1.1,0.7,1.8,2.3,20.3
21,LaMelo Ball,PG,21,CHO,36,36,1268,8.4,20.5,0.411,4.1,10.9,0.376,4.3,9.6,0.45,2.9,3.5,0.836,1.2,5.4,6.6,8.6,1.3,0.3,3.7,3.4,23.8
22,Mo Bamba,C,24,TOT,47,7,762,5.5,11.2,0.487,2.3,5.8,0.39,3.2,5.4,0.591,1.9,2.9,0.661,2.6,7.8,10.4,2.2,0.6,2,1.4,4.9,15.2
22,Mo Bamba,C,24,ORL,40,6,681,5.6,11.3,0.495,2.3,5.7,0.398,3.3,5.6,0.594,1.9,2.7,0.686,2.5,7.2,9.7,2.2,0.6,2,1.2,4.5,15.3
22,Mo Bamba,C,24,LAL,7,1,81,4.4,10.7,0.417,2.2,6.7,0.333,2.2,4,0.556,2.7,4.9,0.545,4,12.4,16.4,1.8,0.4,1.8,3.6,7.6,13.8
23,Paolo Banchero,PF,20,ORL,60,60,2020,7.1,16.8,0.424,1.2,4.3,0.283,5.9,12.4,0.473,6,8.1,0.744,1.2,5.8,7,3.8,0.9,0.6,2.9,2.4,21.5
24,Desmond Bane,SG,24,MEM,43,43,1341,8.7,18.6,0.469,3.4,8.2,0.411,5.4,10.4,0.514,3.6,4.1,0.894,0.8,4.9,5.7,4.8,1.1,0.5,2.3,2.8,24.4
25,Dalano Banton,PG,23,TOR,27,2,251,6.6,16.1,0.411,1.9,6.6,0.283,4.7,9.5,0.5,2.2,2.7,0.789,1.3,3.9,5.2,4.2,1.9,1.7,2.3,4.4,17.2
26,Dominick Barlow,SF,19,SAS,14,0,154,4,7.7,0.515,0,0.9,0,4,6.8,0.586,2.3,3,0.769,4.4,4.2,8.6,2.1,0.7,0.9,1.9,5.8,10.3
27,Harrison Barnes,PF,30,SAC,65,65,2139,5,10.7,0.474,1.8,4.8,0.371,3.3,5.8,0.559,4.5,5.4,0.841,1.1,4,5.1,1.8,0.8,0.2,1.2,1.4,16.4
28,Scottie Barnes,PF,21,TOR,64,63,2257,6.1,13.6,0.447,0.9,3.1,0.303,5.1,10.5,0.489,2.6,3.4,0.77,2.4,4.6,7.1,4.9,1,0.9,2.1,2.3,15.7
29,RJ Barrett,SG,22,NYK,61,61,2086,7.4,17.2,0.43,1.8,5.7,0.321,5.5,11.4,0.485,4.2,5.7,0.744,0.9,4.6,5.5,2.9,0.5,0.2,2.3,2.7,20.8
30,Will Barton,SG,32,TOT,44,0,817,5,13,0.383,2.4,6.4,0.372,2.6,6.6,0.393,1.5,2,0.778,0.4,4.5,5,4.3,0.8,0.5,2.1,1.9,13.9
30,Will Barton,SG,32,WAS,40,0,782,5.1,13.1,0.386,2.4,6.4,0.377,2.7,6.8,0.395,1.6,2.1,0.778,0.5,4.6,5.1,4.4,0.8,0.5,2.1,1.8,14.1
30,Will Barton,SG,32,TOR,4,0,35,3.1,10.3,0.3,2.1,7.2,0.286,1,3.1,0.333,0,0,,0,2.1,2.1,3.1,2.1,1,2.1,5.1,8.2
31,Charles Bassey,C,22,SAS,32,2,469,6.2,9.5,0.653,0.2,0.5,0.429,6,9,0.667,1.5,2.5,0.606,5.4,8.6,14,3.4,1.1,2.3,3.1,5.1,14.2
32,Keita Bates-Diop,SF,27,SAS,51,29,1085,5.4,11,0.486,1,2.9,0.341,4.4,8.1,0.539,2.7,3.4,0.792,1.7,4.1,5.8,2.3,1.2,0.5,1.3,1.8,14.4
33,Nicolas Batum,PF,34,LAC,64,12,1405,3.4,8,0.417,2.5,6.6,0.383,0.8,1.5,0.569,0.8,1.1,0.682,1.5,5.4,6.8,2.4,1.1,1.1,1.2,3.2,10
34,Darius Bazley,PF,22,TOT,38,1,572,4.6,10.4,0.442,1.2,3.1,0.388,3.4,7.3,0.466,2.3,4.1,0.554,1.9,6.2,8.1,2.1,1.3,1.9,1.4,2.5,12.7
34,Darius Bazley,PF,22,OKC,36,1,555,4.6,10.2,0.449,1.2,2.9,0.4,3.4,7.3,0.469,2.3,4.2,0.554,1.9,6,7.9,2.1,1.2,1.9,1.4,2.3,12.7
34,Darius Bazley,PF,22,PHO,2,0,17,4.2,14.8,0.286,2.1,8.5,0.25,2.1,6.4,0.333,0,0,,2.1,10.6,12.7,4.2,2.1,2.1,2.1,8.5,10.6
35,Bradley Beal,SG,29,WAS,44,44,1477,9.6,18.9,0.508,1.8,4.8,0.369,7.9,14.2,0.555,4,4.8,0.837,0.9,3.2,4.1,5.9,1,0.7,3.1,2.1,25
36,Malik Beasley,SG,26,TOT,65,21,1737,6.4,16.3,0.394,4.1,11.4,0.356,2.4,4.9,0.483,0.9,1.1,0.808,0.6,4.2,4.9,2.3,1.2,0.2,1.5,2,17.8
36,Malik Beasley,SG,26,UTA,55,13,1472,6.5,16.4,0.396,4.1,11.5,0.359,2.3,4.8,0.485,0.9,1.1,0.841,0.7,4.2,4.8,2.3,1.1,0.2,1.5,1.8,18
36,Malik Beasley,SG,26,LAL,10,8,265,6.1,15.9,0.385,3.7,10.7,0.342,2.4,5.2,0.474,0.7,1.1,0.625,0.4,4.8,5.2,2.3,1.6,0,1.8,2.7,16.6
37,MarJon Beauchamp,SF,22,MIL,41,9,576,5,12.8,0.39,2.4,7.5,0.317,2.6,5.3,0.494,1.3,1.8,0.724,2.1,3.6,5.7,1.6,1.1,0.2,2.3,3.7,13.7
38,Dāvis Bertāns,PF,30,DAL,35,0,374,4.7,11,0.43,3.8,9.6,0.39,1,1.3,0.714,1,1.2,0.833,0.8,2.7,3.5,1.4,0.7,0.3,0.9,3.8,14.1
39,Patrick Beverley,PG,34,TOT,52,52,1407,2.8,6.9,0.403,1.5,4.5,0.337,1.3,2.4,0.527,1.1,1.6,0.721,0.8,3.8,4.6,3.7,1.1,0.8,1.2,3.6,8.2
39,Patrick Beverley,PG,34,LAL,45,45,1211,2.9,7.2,0.402,1.6,4.7,0.348,1.2,2.5,0.506,1.2,1.5,0.78,0.7,3.4,4.2,3.5,1.2,0.7,1.2,3.7,8.6
39,Patrick Beverley,PG,34,CHI,7,7,196,2,5,0.407,0.7,3.1,0.235,1.3,1.8,0.7,0.9,2,0.455,1.7,5.9,7.5,5.1,0.7,0.9,1.1,2.9,5.7
40,Saddiq Bey,SF,23,TOT,61,32,1738,5.8,14,0.412,2.5,7,0.361,3.3,7,0.462,3.9,4.6,0.864,1.5,4.3,5.8,1.9,1.2,0.3,1.2,2.1,18
40,Saddiq Bey,SF,23,DET,52,30,1500,5.9,14.5,0.404,2.4,7,0.345,3.5,7.5,0.46,4.3,5,0.861,1.4,4.4,5.8,2,1.2,0.3,1.3,2.1,18.5
40,Saddiq Bey,SF,23,ATL,9,2,238,5.1,10.9,0.472,3.2,6.8,0.467,2,4.1,0.481,1.5,1.7,0.909,1.8,4.1,5.9,1.5,0.9,0.2,0.9,2.3,15
41,Khem Birch,C,30,TOR,20,0,162,4.2,7.1,0.594,0.2,0.4,0.5,4,6.7,0.6,0.9,1.1,0.8,1.8,3.8,5.6,1.6,1.1,1.1,1.8,5.3,9.6
42,Goga Bitadze,C,23,TOT,26,0,263,5.3,9.7,0.549,0.7,2.3,0.294,4.7,7.4,0.63,1.9,4.1,0.467,4.8,5.1,9.9,3.1,1.4,1.6,1.8,5.3,13.3
42,Goga Bitadze,C,23,IND,21,0,202,4.8,9.3,0.519,0.7,2.5,0.286,4.1,6.8,0.605,2,4.3,0.458,4.5,4.3,8.7,3.2,1.6,1.8,2.1,6.1,12.3
42,Goga Bitadze,C,23,ORL,5,0,61,7.1,11.2,0.632,0.6,1.8,0.333,6.5,9.4,0.688,1.8,3.5,0.5,5.9,7.7,13.6,3,0.6,1.2,0.6,3,16.5
43,Bismack Biyombo,C,30,PHO,47,9,648,4.4,7.7,0.572,0,0,,4.4,7.7,0.572,0.9,2.8,0.314,2.8,7.6,10.4,2.4,0.8,3.3,2.4,4.7,9.7
44,Buddy Boeheim,PG,23,DET,2,0,7,5.1,15.4,0.333,5.1,15.4,0.333,0,0,,0,0,,0,5.1,5.1,0,0,0,0,0,15.4
45,Bogdan Bogdanović,SG,30,ATL,41,5,1183,6.5,14.7,0.442,3.4,8.4,0.404,3.1,6.3,0.493,1.5,1.9,0.803,0.5,3.6,4.1,3.7,1.1,0.4,1.5,2.1,17.9
46,Bojan Bogdanović,PF,33,DET,59,59,1893,8.2,16.8,0.488,2.8,6.7,0.411,5.4,10.1,0.539,5.1,5.8,0.884,0.7,3.6,4.2,2.9,0.6,0.2,2.6,2.1,24.2
47,Bol Bol,PF,23,ORL,62,32,1377,6.4,11.2,0.569,0.8,2.5,0.309,5.6,8.8,0.642,1.8,2.5,0.745,1.7,8,9.7,1.5,0.7,2.1,2.7,2.1,15.3
48,Leandro Bolmaro,SG,22,UTA,14,0,68,1.6,10.6,0.15,0,2.1,0,1.6,8.5,0.188,0,0,,2.1,1.6,3.7,3.7,1.6,0.5,3.7,5.3,3.2
49,Devin Booker,SG,26,PHO,39,39,1328,10.6,21.7,0.489,2.5,6.7,0.37,8.2,15.1,0.541,5.5,6.6,0.835,0.9,4,4.9,6.1,0.8,0.4,2.5,3,29.2
50,Brandon Boston Jr.,SG,21,LAC,21,1,247,7.4,17.6,0.421,1.7,4.2,0.414,5.7,13.4,0.424,4.2,5.5,0.763,1,3.2,4.2,2.8,1.3,0,1.7,3.1,20.8
51,Chris Boucher,PF,30,TOR,61,0,1236,6.2,12.6,0.497,1.5,4.6,0.335,4.7,8,0.59,3.2,4.3,0.741,3.8,6.3,10.2,0.8,1.2,1.5,0.9,3.4,17.2
52,James Bouknight,SG,22,CHO,26,0,354,4.1,12.4,0.328,1.6,6.5,0.25,2.4,5.9,0.414,1.5,2.2,0.682,0.5,4.7,5.2,2.8,1.3,0.4,1.9,2.9,11.3
53,Jamaree Bouyea,PG,23,MIA,4,0,65,3.3,7.2,0.462,1.1,2.8,0.4,2.2,4.4,0.5,0.6,1.1,0.5,0.6,2.2,2.8,2.2,2.2,1.1,2.2,2.8,8.3
54,Tony Bradley,C,25,CHI,12,0,33,6.5,13.1,0.5,3.3,5.5,0.6,3.3,7.6,0.429,4.4,4.4,1,1.1,10.9,12,1.1,1.1,1.1,1.1,2.2,20.7
55,Malaki Branham,SF,19,SAS,50,17,1130,6,13.3,0.447,1.8,5.7,0.313,4.2,7.6,0.548,1.3,1.6,0.8,0.6,3.2,3.8,3.2,0.9,0.2,1.8,2.7,15
56,Christian Braun,SG,21,DEN,60,3,874,4.2,8.3,0.5,1,2.6,0.391,3.1,5.7,0.551,1.1,1.8,0.605,1.6,4,5.6,1.9,1.1,0.5,1.1,2.9,10.4
57,Mikal Bridges,SF,26,TOT,67,67,2401,6.7,14.2,0.473,1.9,4.8,0.406,4.8,9.4,0.506,3.2,3.6,0.903,1,3.4,4.5,3.5,1.2,0.8,1.4,2,18.6
57,Mikal Bridges,SF,26,PHO,56,56,2040,6.2,13.5,0.463,1.8,4.6,0.387,4.5,8.9,0.503,2.8,3.1,0.897,1,3.3,4.3,3.5,1.1,0.8,1.4,2,17
57,Mikal Bridges,SF,26,BRK,11,11,361,9.4,18.3,0.511,2.8,5.7,0.491,6.6,12.7,0.52,5.9,6.4,0.922,1.4,4,5.4,3.3,1.3,0.8,1.5,1.9,27.4
58,Oshae Brissett,SF,24,IND,51,1,817,4.1,10.1,0.4,1.9,5.5,0.339,2.2,4.7,0.472,2.7,3.9,0.697,2,5.5,7.5,1.2,1.2,0.4,0.9,3,12.7
59,Malcolm Brogdon,PG,30,BOS,56,0,1436,7.2,14.9,0.482,2.8,6.3,0.452,4.4,8.6,0.504,3.3,3.7,0.878,0.9,5.1,5.9,5.1,0.9,0.4,2.2,2.3,20.5
60,Dillon Brooks,SF,27,MEM,59,59,1789,6.4,16.6,0.388,2.2,7,0.315,4.2,9.6,0.44,2,2.6,0.795,0.8,3.1,3.9,3,1,0.2,1.7,3.9,17.1
61,Bruce Brown,SG,26,DEN,65,28,1839,5.6,11.5,0.484,1.6,4.4,0.377,3.9,7.2,0.549,1.4,1.9,0.729,0.9,4.1,5.1,4.3,1.3,0.8,2,3,14.2
62,Greg Brown III,PF,21,POR,16,0,93,4.3,10.8,0.393,0.4,2.7,0.143,3.9,8.1,0.476,1.9,4.6,0.417,0.8,6.6,7.4,1.2,1.5,1.9,2.3,5,10.8
63,Jaylen Brown,SF,26,BOS,55,55,1985,9.8,20.3,0.485,2.4,7.3,0.333,7.4,13,0.571,4.2,5.4,0.774,1.2,5.7,6.9,3.3,1.2,0.5,3,2.7,26.3
64,Kendall Brown,SG,19,IND,6,0,40,3.6,6.3,0.571,0,0.9,0,3.6,5.4,0.667,0.9,1.8,0.5,1.8,3.6,5.4,2.7,3.6,0,1.8,8.1,8.1
65,Moses Brown,C,23,LAC,34,1,288,7.6,12,0.635,0,0,,7.6,12,0.635,4.1,9,0.458,7.1,10.2,17.4,0.5,0.4,1.7,1.7,4.7,19.4
66,Sterling Brown,SG,27,LAL,4,0,24,0,6,0,0,3,0,0,3,0,0,0,,4.5,7.5,12,3,4.5,0,0,6,0
67,Troy Brown Jr.,SF,23,LAL,60,36,1477,4,9.1,0.437,2,5.3,0.376,2,3.8,0.522,0.7,0.8,0.935,1.4,4.9,6.2,1.7,1.1,0.2,1,2.3,10.7
68,Jalen Brunson,PG,26,NYK,62,62,2166,8.7,17.9,0.487,2,4.8,0.414,6.7,13.1,0.514,5.1,6.1,0.833,0.6,3.1,3.7,6.3,0.9,0.2,2.1,2.3,24.5
69,Thomas Bryant,C,25,TOT,51,25,1001,7.7,12.1,0.638,0.9,1.9,0.453,6.9,10.2,0.673,3.3,4.5,0.736,2.8,8.6,11.4,1,0.6,1,1.2,3.3,19.6
69,Thomas Bryant,C,25,LAL,41,25,876,8.1,12.4,0.654,0.9,2.1,0.44,7.2,10.3,0.697,3.3,4.4,0.741,2.8,8.7,11.5,1.2,0.6,0.9,1.2,3.2,20.4
69,Thomas Bryant,C,25,DEN,10,0,125,5.2,10.4,0.5,0.6,0.9,0.667,4.6,9.5,0.485,3.5,4.9,0.706,3.2,8.1,11.2,0,0.6,1.4,1.7,4.6,14.4
70,Reggie Bullock,SF,31,DAL,64,41,1940,2.8,7.1,0.401,2.3,6,0.378,0.6,1.1,0.525,0.4,0.6,0.686,0.6,3.5,4.1,1.6,0.9,0.2,0.6,2.7,8.4
71,Alec Burks,SG,31,DET,51,8,1122,6.4,14.7,0.436,3.2,7.7,0.414,3.2,7.1,0.459,4.9,6,0.814,0.6,4.5,5.1,3.7,1.2,0.3,1.9,3.1,20.9
72,Deonte Burton,SG,29,SAC,2,0,6,0,12,0,0,6,0,0,6,0,0,0,,0,0,0,0,0,0,0,0,0
73,Jared Butler,SG,22,OKC,2,0,19,3.8,7.6,0.5,1.9,3.8,0.5,1.9,3.8,0.5,0,0,,0,1.9,1.9,7.6,5.7,0,3.8,5.7,9.5
74,Jimmy Butler,SF,33,MIA,52,52,1731,7.8,14.9,0.522,0.6,1.7,0.329,7.2,13.2,0.547,7.7,9.1,0.847,2.5,4,6.6,5.6,2.1,0.4,1.9,1.4,23.9
75,John Butler,C,20,POR,9,0,30,1.2,6,0.2,0,4.8,0,1.2,1.2,1,0,0,,1.2,1.2,2.4,1.2,1.2,3.6,0,2.4,2.4
76,Jamal Cain,SF,23,MIA,14,0,186,5,9.7,0.52,0.4,2.3,0.167,4.6,7.4,0.632,2.3,3.1,0.75,2.3,5.2,7.5,1.7,1.5,0,0.8,2.9,12.8
77,Kentavious Caldwell-Pope,SG,29,DEN,63,63,1984,4.6,9.7,0.474,2.1,4.9,0.44,2.4,4.8,0.508,1.5,1.9,0.833,0.5,2.7,3.2,2.8,1.7,0.5,1.3,2.3,12.8
78,Facundo Campazzo,PG,31,DAL,8,0,52,2.1,9,0.231,2.1,7.6,0.273,0,1.4,0,0.7,1.4,0.5,0,1.4,1.4,6.2,4.2,0,2.1,2.1,6.9
79,Vlatko Čančar,PF,25,DEN,48,8,794,4.6,9.3,0.498,1.9,4.6,0.412,2.7,4.7,0.583,1.4,1.5,0.938,1,4.2,5.2,3.3,0.8,0.5,1.5,3.4,12.5
80,Clint Capela,C,28,ATL,50,48,1342,7.3,11.5,0.636,0,0,0,7.3,11.5,0.638,1.6,2.6,0.592,5.6,9.4,14.9,1.2,0.9,1.6,1.1,3,16.2
81,Vernon Carey Jr.,C,21,WAS,11,0,28,2.6,10.3,0.25,0,0,,2.6,10.3,0.25,2.6,2.6,1,3.9,10.3,14.1,3.9,2.6,2.6,2.6,6.4,7.7
82,Jevon Carter,PG,27,MIL,66,34,1487,4.7,10.9,0.43,2.6,6.3,0.421,2.1,4.6,0.443,0.7,0.9,0.806,0.7,3.5,4.2,4,1.5,0.6,1.7,3.2,12.7
83,Wendell Carter Jr.,C,23,ORL,44,41,1303,6.7,12.9,0.517,1.5,4.3,0.344,5.2,8.6,0.605,3.4,4.6,0.743,2.7,7.9,10.7,3,0.5,0.7,2.7,3.6,18.3
84,Alex Caruso,PG,28,CHI,56,25,1346,2.9,6.5,0.44,1.2,3.4,0.362,1.6,3.1,0.526,1.5,1.8,0.821,0.9,3.8,4.7,4.7,2.4,0.9,1.9,3.7,8.4
